CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek,Churn
9087-EYCPR,56,Female,Enterprise,25.0,60,8,UPI,8,8,No
6791-YBNAK,44,Male,Premium,25.55,18,9,UPI,8,10,No
6358-LYNGM,53,Male,Basic,74.9,1,10,Credit Card,1,15,Yes
6077-BDPXA,46,Female,Enterprise,70.15,3,2,Net Banking,5,18,No
0013-MHZWF,55,Female,Enterprise,69.4,9,1,Credit Card,6,37,No
5494-HECPR,50,Female,Basic,80.25,1,0,Debit Card,2,35,Yes
8268-YDIXR,54,Male,Premium,93.15,56,8,Credit Card,10,2,No
9824-BEMCV,44,Male,Basic,69.0,17,3,UPI,5,22,Yes
1373-ORVIZ,50,Female,Premium,66.35,11,0,UPI,6,15,Yes
4291-SHSBH,21,Male,Basic,69.55,7,0,Debit Card,9,37,No
6980-IMXXE,39,Female,Basic,20.2,69,6,UPI,10,39,No
9866-QEVEE,19,Male,Basic,86.0,19,1,Debit Card,1,36,Yes
9897-KXHCM,27,Female,Basic,80.3,3,6,Net Banking,10,5,Yes
0040-HALCW,22,Male,Premium,20.4,54,6,Debit Card,3,15,No
0784-GTUUK,27,Male,Premium,23.75,62,9,Debit Card,9,27,No
7979-CORPM,50,Male,Enterprise,90.55,24,8,Debit Card,1,16,Yes
2294-DMMUS,55,Female,Basic,70.45,62,6,UPI,1,36,No
0872-JCPIB,30,Male,Premium,65.75,17,0,Net Banking,1,38,No
3055-MJDSB,48,Male,Premium,24.6,9,7,Credit Card,7,18,No
9091-WTUUY,64,Male,Premium,69.25,64,7,Net Banking,5,35,No
1618-CFHME,53,Female,Basic,75.9,2,3,UPI,6,25,Yes
3165-HDOEW,62,Male,Enterprise,45.85,1,7,Net Banking,8,22,Yes
6581-NQCBA,41,Female,Premium,49.95,16,3,Net Banking,2,31,Yes
7115-IRDHS,69,Female,Basic,24.65,72,7,Debit Card,2,37,No
8496-DMZUK,32,Male,Premium,90.4,30,4,Debit Card,3,34,No
2040-VZIKE,46,Female,Premium,100.85,49,3,UPI,3,23,No
9068-VPWQQ,25,Male,Enterprise,75.35,61,5,Debit Card,3,16,No
0178-SZBHO,22,Male,Premium,87.2,47,1,UPI,4,6,No
0384-RVBPI,46,Male,Premium,64.4,20,1,Credit Card,3,15,No
1689-MRZQR,64,Male,Basic,78.3,34,1,Net Banking,2,18,Yes
1299-AURJA,21,Female,Basic,24.7,70,8,Credit Card,9,38,No
4525-VZCZG,29,Male,Enterprise,105.85,54,9,Credit Card,6,13,No
1543-LLLFT,62,Male,Basic,98.3,61,2,Net Banking,3,24,No
5835-BEQEU,19,Male,Basic,76.95,3,9,Debit Card,9,13,Yes
2788-CJQAQ,44,Male,Enterprise,19.45,13,3,Credit Card,4,1,No
5565-FILXA,48,Female,Premium,96.15,16,9,Net Banking,4,36,Yes
0319-QZTCO,68,Female,Enterprise,58.7,3,7,Credit Card,8,18,No
2120-SMPEX,68,Male,Basic,20.15,25,3,Credit Card,7,33,No
0096-FCPUF,53,Male,Enterprise,64.5,30,10,Net Banking,7,38,No
0668-OGMHD,53,Female,Premium,28.5,21,9,Debit Card,10,6,No
5552-ZNFSJ,43,Male,Enterprise,45.3,1,9,UPI,7,17,Yes
2223-KAGMX,60,Female,Basic,19.4,15,6,Net Banking,10,4,Yes
6507-ZJSUR,44,Male,Basic,90.45,23,4,UPI,5,14,No
9408-HRXRK,22,Female,Enterprise,105.15,45,8,Net Banking,7,30,No
5593-SUAOO,37,Female,Premium,83.15,24,3,Net Banking,4,20,No
7321-PKUYW,28,Female,Enterprise,90.15,11,2,UPI,8,8,Yes
2833-SLKDQ,27,Male,Premium,45.05,1,1,UPI,9,2,Yes
6766-HFKLA,57,Female,Premium,103.2,56,0,Debit Card,3,37,No
7595-EUIVN,55,Female,Enterprise,75.8,1,10,Net Banking,7,4,Yes
7617-EYGLW,23,Male,Premium,19.45,1,5,Net Banking,10,10,No
2026-TGDHM,25,Female,Basic,79.3,7,9,Net Banking,9,20,Yes
9220-ZNKJI,40,Female,Enterprise,88.8,55,1,Debit Card,1,35,No
4030-VPZBD,64,Female,Premium,30.9,2,7,UPI,2,10,Yes
2226-ICFDO,43,Female,Basic,85.9,72,5,Net Banking,7,28,No
0723-VSOBE,63,Female,Enterprise,34.2,45,4,UPI,2,15,No
5529-GIBVH,60,Female,Basic,20.15,47,1,Debit Card,7,36,No
4187-CINZD,29,Female,Basic,95.25,46,6,Credit Card,1,1,Yes
9992-UJOEL,43,Male,Basic,50.3,2,1,UPI,3,22,No
4741-WWJQZ,30,Female,Premium,80.15,2,4,Debit Card,5,27,No
6625-UTXEW,57,Female,Enterprise,51.25,12,1,Credit Card,6,29,No
6818-WOBHJ,35,Female,Enterprise,89.6,68,10,Net Banking,9,15,Yes
6244-BESBM,42,Male,Premium,95.2,69,9,Net Banking,9,10,No
1004-NOZNR,50,Male,Enterprise,94.8,56,10,UPI,3,20,No
1251-STYSZ,64,Female,Basic,80.25,4,10,Credit Card,8,22,No
2612-PHGOX,57,Male,Enterprise,76.1,64,1,Debit Card,4,9,No
2408-TZMJL,60,Male,Premium,110.15,59,6,Net Banking,7,32,Yes
8480-PPONV,29,Male,Basic,115.55,62,8,Net Banking,6,17,No
8780-IHCRN,61,Male,Premium,24.65,63,4,Credit Card,8,19,No
4598-ZADCK,53,Female,Basic,53.6,53,6,Debit Card,6,40,No
1257-SXUXQ,65,Male,Basic,19.45,5,3,Net Banking,4,27,No
9681-KYGYB,21,Male,Enterprise,88.2,49,1,Net Banking,2,37,No
7182-OVLBJ,22,Female,Basic,101.15,62,2,UPI,7,34,No
5095-ETBRJ,54,Female,Premium,56.8,55,1,Debit Card,4,10,No
7005-CYUIL,25,Female,Enterprise,99.4,71,4,Net Banking,9,30,No
4821-WQOYN,59,Female,Premium,20.1,72,5,Credit Card,9,21,No
4730-AWNAU,66,Male,Basic,60.7,36,6,Net Banking,7,21,No
3452-FLHYD,45,Male,Premium,20.95,25,2,Debit Card,5,34,No
2388-LAESQ,48,Female,Premium,114.85,72,3,UPI,3,9,No
9531-NSBMR,26,Female,Basic,19.25,36,7,Net Banking,3,34,No
6260-ONULR,68,Male,Enterprise,62.8,1,3,Credit Card,9,12,No
4389-UEFCZ,46,Female,Premium,105.5,72,6,Net Banking,9,21,No
8711-LOBKY,31,Male,Basic,19.85,59,5,Credit Card,4,20,No
9134-CEQMF,57,Male,Enterprise,89.5,7,6,Debit Card,1,6,Yes
8985-OOPOS,58,Female,Enterprise,74.1,1,0,UPI,10,36,No
8800-ZKRFW,39,Female,Enterprise,107.5,30,2,Debit Card,5,12,No
2616-FLVQC,28,Male,Premium,19.55,64,5,Net Banking,8,31,No
9968-FFVVH,40,Male,Premium,68.8,63,2,Net Banking,10,2,No
3108-PCCGG,18,Male,Premium,84.45,72,6,UPI,4,16,No
7993-PYKOF,63,Male,Enterprise,75.0,8,8,Credit Card,10,1,Yes
8390-FESFV,54,Female,Premium,84.5,62,2,Debit Card,10,4,No
3022-BEXHZ,38,Male,Basic,111.2,67,0,Credit Card,4,1,No
5027-XWQHA,43,Male,Premium,44.75,6,9,Net Banking,9,35,Yes
6248-TKCQV,63,Female,Premium,80.6,70,5,Credit Card,9,13,No
6729-GDNGC,53,Female,Enterprise,80.7,20,0,Debit Card,7,31,No
6198-ZFIOJ,40,Female,Premium,75.6,5,0,Credit Card,10,20,No
5989-OMNJE,18,Female,Basic,57.6,24,7,Net Banking,8,7,No
4566-QVRRW,68,Female,Enterprise,44.05,11,8,Debit Card,4,40,Yes
1291-CUOCY,57,Male,Basic,110.6,72,1,Credit Card,8,33,No
9795-SHUHB,32,Female,Enterprise,58.2,66,8,Credit Card,6,28,No
3230-IUALN,38,Female,Enterprise,81.0,45,4,Debit Card,3,20,No
0042-RLHYP,64,Female,Premium,19.7,69,7,Net Banking,7,32,No
8519-IMDHU,26,Male,Basic,85.6,15,6,Debit Card,3,9,Yes
4945-RVMTE,26,Female,Enterprise,59.55,28,6,Net Banking,7,34,No
0201-OAMXR,27,Female,Premium,115.55,70,3,Credit Card,5,14,Yes
1866-NXPSP,69,Female,Enterprise,75.55,36,1,Debit Card,4,4,No
3372-KWFBM,43,Male,Enterprise,86.6,16,4,Net Banking,3,29,Yes
7831-QGOXH,58,Female,Enterprise,85.2,18,10,Debit Card,8,15,Yes
6393-WRYZE,52,Female,Enterprise,97.65,34,10,Credit Card,4,17,Yes
3941-XTSKM,69,Male,Enterprise,45.1,42,2,Debit Card,8,19,No
1661-CZBAU,42,Male,Enterprise,70.95,48,8,Credit Card,10,38,No
6599-RCLCJ,43,Male,Premium,109.55,47,5,Credit Card,3,9,Yes
9831-BPFRI,28,Female,Enterprise,89.55,39,0,Credit Card,10,27,Yes
5158-RIVOP,55,Female,Basic,20.9,11,2,Net Banking,9,15,No
9788-YTFGE,19,Male,Premium,19.95,7,3,Net Banking,6,37,No
9277-JOOMO,24,Female,Basic,24.6,3,8,UPI,5,28,No
1907-YLNYW,35,Male,Enterprise,66.7,8,10,Net Banking,5,4,No
1725-MIMXW,44,Male,Basic,19.45,1,5,UPI,3,21,Yes
8947-YRTDV,51,Male,Enterprise,94.8,32,3,Debit Card,2,34,No
3161-ONRWK,44,Male,Enterprise,65.85,60,0,Credit Card,6,19,No
0114-RSRRW,34,Female,Premium,19.95,10,7,Net Banking,1,37,No
4565-NLZBV,60,Female,Premium,24.65,71,10,Credit Card,7,4,No
0031-PVLZI,61,Female,Enterprise,20.35,4,1,UPI,5,37,Yes
7206-GZCDC,68,Female,Premium,69.25,1,10,Net Banking,4,32,Yes
6682-VCIXC,41,Female,Basic,51.25,43,10,Net Banking,9,12,No
4791-QRGMF,42,Male,Premium,99.5,59,7,Net Banking,10,16,Yes
6475-VHUIZ,24,Female,Premium,54.25,23,5,Net Banking,1,14,No
3910-MRQOY,69,Female,Basic,19.4,72,7,Credit Card,4,1,No
0661-WCQNQ,23,Male,Premium,56.25,22,5,Net Banking,3,32,No
7537-RBWEA,41,Female,Enterprise,25.15,1,4,UPI,6,21,No
4656-CAURT,50,Male,Basic,23.95,69,4,Net Banking,5,4,No
0121-SNYRK,66,Male,Enterprise,35.4,50,9,UPI,7,9,No
1768-ZAIFU,46,Female,Basic,25.2,1,9,UPI,1,22,Yes
4671-LXRDQ,60,Male,Enterprise,45.0,2,10,Credit Card,5,12,Yes
3733-LSYCE,39,Female,Enterprise,75.35,15,7,Net Banking,2,30,No
6265-FRMTQ,43,Male,Premium,20.4,31,6,UPI,2,30,No
1934-SJVJK,45,Male,Enterprise,20.15,1,7,Net Banking,2,32,Yes
3838-OZURD,67,Male,Premium,105.0,66,7,Credit Card,9,36,Yes
1371-DWPAZ,38,Female,Basic,56.05,0,6,Credit Card,10,7,No
9269-CQOOL,66,Male,Enterprise,54.7,3,1,Net Banking,3,17,Yes
2017-CCBLH,24,Female,Enterprise,20.0,8,10,UPI,4,1,No
7690-KPNCU,34,Male,Basic,73.05,64,8,Debit Card,5,14,No
0536-BGFMZ,37,Female,Basic,20.5,28,6,Debit Card,4,38,No
2293-IJWPS,58,Female,Enterprise,100.75,57,10,Credit Card,4,26,No
2845-HSJCY,66,Female,Basic,87.25,14,5,UPI,5,27,Yes
5469-NUJUR,37,Male,Premium,19.95,19,8,Debit Card,10,16,No
1184-PJVDB,39,Male,Basic,79.95,10,0,UPI,9,7,Yes
2625-TRCZQ,45,Female,Basic,49.65,51,10,Net Banking,9,32,No
4102-HLENU,57,Female,Enterprise,65.65,67,1,Credit Card,6,25,No
7266-GSSJX,66,Male,Premium,20.45,11,0,Net Banking,3,31,No
7722-VJRQD,24,Male,Basic,60.95,72,9,Net Banking,6,16,No
7073-QETQY,18,Male,Premium,20.35,66,2,Net Banking,10,14,No
9415-DPEWS,49,Female,Premium,88.35,18,10,UPI,4,25,Yes
5624-RYAMH,30,Female,Premium,19.5,9,4,Debit Card,3,30,No
0196-JTUQI,47,Female,Enterprise,75.2,9,0,Net Banking,6,7,No
7130-YXBRO,40,Male,Basic,111.45,48,3,Credit Card,6,12,No
9272-LSVYH,68,Male,Enterprise,70.15,10,7,UPI,2,3,No
7943-RQCHR,36,Female,Basic,94.75,9,5,Debit Card,9,27,Yes
3793-MMFUH,49,Female,Basic,95.05,13,0,Net Banking,8,19,Yes
3249-ZPQRG,47,Male,Enterprise,78.45,4,0,Credit Card,6,37,Yes
2568-BRGYX,46,Male,Premium,70.2,4,2,Net Banking,1,7,Yes
3084-DOWLE,66,Female,Premium,92.0,72,9,Debit Card,2,16,No
1084-MNSMJ,62,Female,Basic,85.5,51,7,Debit Card,4,32,No
7721-JXEAW,46,Male,Enterprise,41.05,59,10,Net Banking,7,8,Yes
7249-WBIYX,47,Male,Premium,85.6,10,10,Net Banking,9,13,Yes
4238-HFHSN,33,Male,Premium,82.15,61,7,UPI,10,11,No
6250-CGGUN,57,Male,Basic,84.4,54,2,Debit Card,5,20,No
5478-JJVZK,36,Female,Basic,60.9,33,6,Debit Card,10,18,No
7596-IIWYC,35,Female,Enterprise,20.25,27,2,Net Banking,2,37,No
6567-HOOPW,18,Female,Basic,79.2,1,3,Credit Card,1,6,Yes
9793-WECQC,31,Male,Premium,95.3,23,8,Net Banking,10,20,No
4291-HPAXL,68,Male,Premium,19.85,1,3,Net Banking,1,32,No
8999-YPYBV,64,Male,Premium,84.35,45,2,Debit Card,5,29,No
1839-FBNFR,67,Female,Premium,19.85,39,4,UPI,7,4,No
3164-AALRN,19,Male,Enterprise,70.0,5,6,Net Banking,9,7,Yes
3071-MVJCD,45,Male,Enterprise,82.3,72,4,Credit Card,9,20,No
1697-BCSHV,66,Female,Basic,66.8,58,3,Credit Card,8,34,No
0562-KBDVM,67,Female,Basic,44.6,70,7,Net Banking,1,36,No
1131-SUEKT,47,Male,Basic,98.45,61,3,Credit Card,5,7,No
3717-OEAUQ,55,Male,Enterprise,70.7,2,1,Credit Card,6,33,No
4538-WNTMJ,68,Female,Premium,24.95,46,9,Net Banking,6,15,No
3334-CTHOL,21,Female,Basic,49.95,1,5,Credit Card,4,32,Yes
4704-ERYFC,18,Female,Premium,69.25,22,1,Credit Card,1,22,Yes
9432-RUVSL,25,Female,Basic,102.5,48,2,Net Banking,3,40,No
8060-HIWJJ,46,Male,Basic,86.55,64,0,Debit Card,10,29,No
7684-XSZIY,56,Male,Basic,24.3,72,4,UPI,4,25,No
9089-UOWJG,20,Female,Basic,58.35,12,8,UPI,4,5,No
8621-MNIHH,49,Female,Basic,94.25,34,1,Debit Card,4,14,Yes
8039-ACLPL,27,Female,Premium,68.75,72,6,Net Banking,5,35,No
9885-AIBVB,27,Male,Basic,85.8,29,4,Debit Card,9,2,No
1934-MKPXS,36,Male,Premium,20.1,33,1,UPI,4,25,No
2592-YKDIF,63,Female,Enterprise,20.35,1,7,UPI,9,16,No
2272-JKMSI,51,Female,Basic,110.8,62,10,UPI,9,16,No
0471-LVHGK,50,Male,Premium,73.0,41,5,UPI,1,11,Yes
9518-RWHZL,40,Female,Enterprise,100.05,64,3,Net Banking,5,35,Yes
8714-CTZJW,45,Female,Enterprise,82.85,4,3,UPI,9,23,No
3569-EDBPQ,49,Female,Enterprise,84.35,24,1,UPI,4,5,No
3131-NWVFJ,67,Female,Premium,19.55,14,2,Net Banking,5,35,No
7521-YXVZY,24,Male,Basic,19.95,3,6,Debit Card,4,29,No
5419-CONWX,46,Female,Basic,99.8,4,2,Net Banking,2,5,Yes
6240-EURKS,25,Female,Premium,35.0,18,4,UPI,10,3,Yes
2373-NTKOD,18,Male,Basic,66.25,8,9,Credit Card,2,6,No
1970-KKFWL,20,Female,Premium,23.3,35,5,Net Banking,2,23,No
6960-HVYXR,41,Female,Basic,76.0,1,5,Net Banking,1,2,Yes
9337-SRRNI,40,Male,Enterprise,25.3,66,3,Debit Card,3,18,No
0895-UADGO,25,Male,Basic,44.55,8,5,UPI,10,30,No
5678-VFNEQ,64,Female,Premium,104.1,71,2,Credit Card,1,38,No
5977-CKHON,54,Female,Premium,92.55,43,6,Net Banking,4,5,No
7024-OHCCK,20,Female,Enterprise,93.85,2,6,Net Banking,1,11,Yes
2692-BUCFV,68,Male,Premium,101.45,29,3,Net Banking,4,1,No
7861-UVUFT,50,Female,Basic,84.3,15,1,Credit Card,3,10,Yes
1830-GGFNM,45,Male,Basic,94.55,65,10,Net Banking,9,26,No
5302-BDJNT,64,Male,Enterprise,95.5,35,6,Net Banking,1,33,No
5223-UZAVK,25,Male,Premium,100.3,64,2,Credit Card,8,27,No
4859-ZSRDZ,51,Female,Enterprise,55.5,58,0,Net Banking,9,12,No
5651-WYIPH,52,Female,Basic,49.85,18,1,Credit Card,7,2,No
9350-VLHMB,49,Male,Enterprise,89.55,67,9,Debit Card,1,1,No
3498-LZGQZ,41,Male,Premium,19.15,63,8,Credit Card,4,1,No
8785-CJSHH,31,Female,Enterprise,99.8,60,7,Debit Card,10,33,No
5357-TZHPP,49,Male,Premium,84.4,9,5,Credit Card,1,22,Yes
3870-SPZSI,63,Female,Premium,113.05,70,5,UPI,4,12,No
0680-DFNNY,60,Male,Basic,101.1,15,0,Net Banking,3,39,Yes
7560-QRBXH,33,Female,Basic,19.95,48,1,Debit Card,2,36,No
7077-XJMET,21,Male,Basic,74.15,12,3,Net Banking,1,21,No
8752-GHJFU,69,Male,Premium,92.0,71,2,Net Banking,6,20,No
6896-SRVYQ,54,Male,Enterprise,73.85,44,0,Credit Card,7,36,No
7767-UXAGJ,38,Male,Premium,50.45,1,7,UPI,6,26,Yes
4652-ODEVH,31,Male,Basic,24.45,45,6,Credit Card,9,31,No
6510-UPNKS,48,Female,Basic,24.8,23,3,Net Banking,9,1,No
6718-BDGHG,65,Female,Enterprise,64.85,43,8,Credit Card,2,38,No
9046-DQMTP,35,Male,Basic,20.75,35,10,Debit Card,2,14,No
6439-LAJXL,24,Male,Basic,68.95,9,3,UPI,9,26,No
1571-SAVHK,27,Male,Basic,99.95,12,0,Net Banking,1,7,Yes
9052-VKDUW,24,Female,Enterprise,109.4,65,9,Credit Card,5,12,No
9546-CQJSU,50,Female,Premium,91.4,2,0,Debit Card,1,24,Yes
1666-JZPZT,40,Male,Basic,49.0,27,0,UPI,7,19,No
5777-KJIRB,38,Female,Enterprise,50.25,40,0,Credit Card,9,9,No
0506-LVNGN,36,Female,Basic,75.55,5,3,Credit Card,6,35,Yes
7677-SJJJK,65,Male,Enterprise,19.9,8,0,Net Banking,2,4,No
2480-EJWYP,36,Female,Basic,97.8,58,1,Debit Card,6,32,No
3253-HKOKL,53,Female,Enterprise,100.3,52,3,UPI,9,6,No
7055-HNEOJ,46,Male,Basic,55.8,3,6,Credit Card,3,28,No
5514-YQENT,35,Male,Premium,111.15,41,1,UPI,9,28,No
3211-AAPKX,19,Male,Basic,98.55,20,7,Debit Card,8,40,No
8445-DNBAE,18,Male,Enterprise,50.05,1,6,Net Banking,7,29,No
2951-QOQTK,64,Male,Basic,80.8,4,8,Net Banking,8,5,Yes
2958-NHPPS,22,Male,Premium,20.85,23,5,Net Banking,10,5,No
6806-YDEUL,37,Female,Basic,19.5,6,3,UPI,6,37,No
1735-XMJVH,28,Male,Enterprise,19.35,8,5,UPI,3,28,No
6890-PFRQX,59,Male,Enterprise,69.5,18,3,Credit Card,7,9,No
0222-CNVPT,19,Male,Premium,48.8,52,6,Debit Card,4,29,No
5899-OUVKV,20,Male,Enterprise,94.5,31,8,Debit Card,10,14,No
8681-ICONS,40,Male,Basic,20.65,29,2,Debit Card,5,38,No
1621-YNCJH,29,Female,Basic,106.05,36,2,UPI,8,40,No
3473-XIIIT,37,Female,Basic,100.0,16,1,Net Banking,7,34,Yes
6362-QHAFM,22,Male,Enterprise,108.3,42,0,Debit Card,7,37,No
7893-IXHRQ,54,Male,Basic,20.55,1,0,Credit Card,8,14,Yes
3070-BDOQC,55,Female,Basic,99.65,60,2,UPI,10,18,No
2952-QAYZF,47,Male,Basic,85.3,5,6,Net Banking,3,33,Yes
6234-PFPXL,26,Male,Premium,95.9,22,10,Debit Card,3,34,No
9824-QCJPK,51,Male,Enterprise,20.0,36,8,Net Banking,2,28,No
4763-PGDPO,61,Female,Enterprise,70.4,4,1,Credit Card,1,36,Yes
4283-IVYCI,52,Male,Enterprise,64.95,9,6,Debit Card,10,37,No
1866-OBPNR,69,Male,Premium,74.6,1,0,Debit Card,6,23,No
8205-MQUGY,39,Male,Enterprise,49.2,12,1,Net Banking,6,17,No
8970-ANWXO,61,Female,Premium,73.75,23,5,UPI,10,11,No
9480-BQJEI,41,Male,Premium,92.3,62,10,Net Banking,8,32,No
5394-SVGJV,34,Male,Enterprise,98.8,37,4,Credit Card,6,37,Yes
6979-TNDEU,27,Female,Basic,19.2,8,7,Net Banking,6,15,No
9777-WJJPR,47,Male,Basic,88.65,31,10,Net Banking,1,4,No
9283-LZQOH,63,Male,Enterprise,74.4,13,1,Debit Card,7,39,Yes
7079-QRCBC,40,Female,Enterprise,98.75,24,0,UPI,7,30,Yes
9495-SKLKD,49,Male,Premium,95.95,45,6,UPI,10,10,No
6048-UWKAL,34,Female,Enterprise,105.4,69,5,UPI,9,23,No
5067-DGXLL,67,Male,Premium,20.25,2,7,UPI,7,24,No
5469-CTCWN,68,Male,Enterprise,106.0,61,10,Net Banking,8,36,Yes
9851-QXEEQ,34,Male,Basic,104.7,41,7,Debit Card,4,5,Yes
6281-FKEWS,31,Female,Basic,49.05,44,1,Debit Card,9,37,No
8898-KASCD,26,Male,Enterprise,35.55,39,7,UPI,1,19,No
9242-TKFSV,57,Male,Premium,65.1,72,5,Net Banking,8,37,No
9290-SHCMB,19,Female,Basic,96.85,13,8,UPI,3,8,No
0743-HNPFG,62,Female,Premium,69.75,51,6,UPI,1,7,No
2277-BKJKN,42,Female,Enterprise,99.2,71,1,Debit Card,2,40,No
9809-IMGCQ,56,Male,Enterprise,96.7,22,7,Debit Card,6,13,Yes
5208-HFSBT,26,Female,Basic,55.05,2,8,UPI,5,37,Yes
5035-PGZXH,39,Female,Enterprise,106.8,56,6,Net Banking,3,27,No
8695-WDYEA,60,Male,Basic,51.25,1,3,UPI,9,18,No
6543-JXSOO,63,Female,Premium,57.75,23,8,Debit Card,8,24,No
8016-ZMGMO,21,Female,Basic,70.85,66,3,Debit Card,3,2,No
8605-ITULD,43,Female,Basic,19.55,1,3,Net Banking,2,16,No
3254-YRILK,46,Male,Premium,88.2,19,8,UPI,8,14,Yes
6416-YJTTB,62,Male,Basic,79.5,11,7,UPI,5,17,No
2667-WYLWJ,51,Female,Basic,19.75,8,3,Credit Card,9,6,Yes
4472-VESGY,40,Female,Enterprise,98.15,52,7,UPI,1,35,No
3195-TQDZX,54,Male,Premium,20.25,3,7,Net Banking,10,17,No
3128-YOVTD,28,Female,Basic,79.15,51,6,Debit Card,3,38,No
0529-ONKER,23,Male,Premium,75.65,15,9,Credit Card,5,40,Yes
1728-CXQBE,35,Male,Premium,94.25,64,5,Net Banking,2,6,No
7041-TXQJH,38,Female,Basic,40.2,37,7,Net Banking,3,38,No
5014-GSOUQ,59,Male,Enterprise,19.95,13,6,Credit Card,4,21,No
5724-BIDBU,53,Male,Premium,55.35,49,4,UPI,4,35,No
0481-SUMCB,58,Female,Basic,102.15,45,3,Credit Card,9,23,No
1769-GRUIK,55,Female,Premium,71.1,18,1,Net Banking,1,12,No
5240-IJOQT,51,Male,Enterprise,74.7,1,10,UPI,9,29,Yes
8819-WFGGJ,34,Male,Enterprise,54.1,68,7,Debit Card,9,27,No
7427-AUFPY,54,Male,Enterprise,19.65,54,8,Credit Card,6,6,No
2811-POVEX,42,Female,Basic,88.45,23,3,Net Banking,1,21,No
1092-GANHU,55,Male,Basic,76.65,17,3,UPI,6,7,Yes
7898-PDWQE,29,Male,Enterprise,80.4,71,4,Net Banking,8,16,No
9972-EWRJS,40,Female,Basic,19.25,67,1,UPI,5,5,No
9314-IJWSQ,59,Female,Enterprise,84.8,14,6,UPI,5,15,No
0661-XEYAN,39,Female,Basic,25.8,1,4,Credit Card,1,21,Yes
5799-JRCZO,38,Female,Enterprise,19.5,63,5,Debit Card,1,4,No
1921-KYSAY,44,Female,Premium,68.6,41,3,UPI,8,5,No
6198-RTPMF,48,Female,Enterprise,92.6,17,7,Net Banking,5,7,No
2924-KHUVI,23,Male,Enterprise,100.55,56,7,UPI,8,35,No
1925-GMVBW,44,Female,Basic,20.55,5,4,Debit Card,10,36,No
7881-EVUAD,57,Female,Basic,42.6,2,5,Net Banking,2,15,Yes
6184-DYUOB,51,Female,Basic,19.6,3,2,UPI,4,28,No
9207-ZPANB,29,Male,Basic,67.45,37,0,UPI,10,2,No
5766-XQXMQ,62,Female,Basic,68.85,29,8,Credit Card,9,5,Yes
9327-QSDED,24,Male,Basic,43.55,8,8,Debit Card,3,7,No
1656-DRSMG,27,Female,Premium,109.85,63,2,UPI,6,22,No
3012-VFFMN,62,Female,Enterprise,20.65,7,3,Debit Card,7,31,No
2984-AFWNC,34,Female,Enterprise,95.4,3,6,UPI,3,32,No
0640-YJTPY,43,Male,Enterprise,21.0,72,1,Net Banking,1,8,No
8096-LOIST,38,Female,Premium,56.2,19,2,Debit Card,2,11,No
9764-REAFF,45,Female,Enterprise,18.4,59,5,Net Banking,10,1,No
3703-VAVCL,63,Male,Premium,90.0,2,10,Debit Card,7,40,Yes
7107-UBYKY,19,Female,Premium,25.75,35,7,Net Banking,7,19,No
4881-GQJTW,60,Male,Premium,19.6,14,0,UPI,1,38,No
8519-QJGJD,18,Female,Enterprise,75.35,14,3,Net Banking,10,37,Yes
7876-DNYAP,68,Female,Premium,19.8,69,0,Net Banking,7,7,No
7905-NJMXS,53,Male,Enterprise,64.2,7,1,UPI,10,39,No
2882-WDTBA,68,Male,Enterprise,75.75,69,7,Debit Card,6,25,No
2091-GPPIQ,43,Female,Basic,78.95,72,5,Net Banking,6,22,No
6326-MTTXK,46,Male,Basic,100.85,8,8,Credit Card,7,27,Yes
5071-FBJFS,38,Female,Premium,50.3,4,1,Credit Card,7,38,No
2796-UUZZO,28,Male,Premium,80.3,63,2,Net Banking,1,39,No
2429-AYKKO,57,Male,Enterprise,19.85,72,8,Net Banking,10,15,No
9798-OPFEM,28,Female,Premium,21.1,46,8,Net Banking,5,2,No
0330-IVZHA,53,Female,Premium,69.95,5,5,Debit Card,8,8,Yes
3794-NFNCH,66,Male,Enterprise,50.0,30,2,UPI,8,6,No
5193-QLVZB,56,Male,Premium,104.75,63,4,Credit Card,3,20,No
7114-AEOZE,57,Female,Premium,19.85,60,1,Credit Card,3,27,No
2886-KEFUM,52,Female,Enterprise,107.5,63,6,Debit Card,7,23,Yes
5522-NYKPB,51,Male,Enterprise,85.9,25,9,Net Banking,4,40,No
4237-RLAQD,64,Male,Basic,45.85,1,10,Net Banking,6,17,Yes
9957-YODKZ,41,Male,Enterprise,80.8,6,7,UPI,9,13,No
6518-KZXCB,39,Male,Basic,25.25,22,5,UPI,10,4,No
2245-ADZFJ,22,Female,Premium,80.55,31,7,Credit Card,2,20,No
7776-QGYJC,50,Female,Enterprise,81.5,39,1,UPI,2,25,No
9313-QOLTZ,53,Male,Enterprise,20.9,26,2,Credit Card,6,22,No
9651-GTSAQ,64,Female,Enterprise,106.1,53,6,Debit Card,3,17,Yes
3186-BAXNB,37,Female,Premium,91.7,1,9,Net Banking,1,40,Yes
4672-FOTSD,36,Male,Basic,67.25,12,0,Net Banking,2,11,No
0637-YLETY,52,Female,Premium,95.6,16,6,Credit Card,7,25,Yes
9818-XQCUV,69,Female,Premium,20.35,2,5,Net Banking,4,5,No
7338-ERIVA,60,Male,Enterprise,45.05,39,7,Debit Card,2,21,No
